atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2004;Metales pesados;7,0;Transporte por carretera;Zn;kg;6310.95
2004;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Zn;kg;93.29
2004;Metales pesados;9,0;Tratamiento y eliminación de residuos;Zn;kg;561.12
2004;Metales pesados;10,0;Agricultura;Zn;kg;0.01
2004;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Zn;kg;0.00
2004;Partículas;1,0;Combustión en la producción y transformación de energía;PM2,5;t;43.13
2004;Partículas;2,0;Plantas de combustión no industrial;PM2,5;t;2667.79
2004;Partículas;3,0;Plantas de combustión industrial;PM2,5;t;1099.64
2004;Partículas;4,0;Procesos industriales sin combustión;PM2,5;t;278.93
2004;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PM2,5;t;0.00
2004;Partículas;6,0;Uso de disolventes y otros productos;PM2,5;t;420.69
2004;Partículas;7,0;Transporte por carretera;PM2,5;t;2578.74
2004;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PM2,5;t;463.84
2004;Partículas;9,0;Tratamiento y eliminación de residuos;PM2,5;t;364.24
2004;Partículas;10,0;Agricultura;PM2,5;t;28.58
2004;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PM2,5;t;254.41
2004;Partículas;1,0;Combustión en la producción y transformación de energía;PM10;t;43.13
2004;Partículas;2,0;Plantas de combustión no industrial;PM10;t;3017.51
2004;Partículas;3,0;Plantas de combustión industrial;PM10;t;1264.68
2004;Partículas;4,0;Procesos industriales sin combustión;PM10;t;2541.36
2004;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PM10;t;0.00
2004;Partículas;6,0;Uso de disolventes y otros productos;PM10;t;454.61
2004;Partículas;7,0;Transporte por carretera;PM10;t;3112.53
2004;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PM10;t;464.45
2004;Partículas;9,0;Tratamiento y eliminación de residuos;PM10;t;371.56
2004;Partículas;10,0;Agricultura;PM10;t;447.32
2004;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PM10;t;310.95
2004;Partículas;1,0;Combustión en la producción y transformación de energía;PST;t;43.13
2004;Partículas;2,0;Plantas de combustión no industrial;PST;t;3425.65
2004;Partículas;3,0;Plantas de combustión industrial;PST;t;1393.70
2004;Partículas;4,0;Procesos industriales sin combustión;PST;t;5167.95
2004;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PST;t;0.00
2004;Partículas;6,0;Uso de disolventes y otros productos;PST;t;461.62
2004;Partículas;7,0;Transporte por carretera;PST;t;3783.21
2004;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PST;t;465.20
2004;Partículas;9,0;Tratamiento y eliminación de residuos;PST;t;374.48
2004;Partículas;10,0;Agricultura;PST;t;835.41
2004;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PST;t;480.55
2004;Partículas;1,0;Combustión en la producción y transformación de energía;BC;t;0.03
2004;Partículas;2,0;Plantas de combustión no industrial;BC;t;283.54
2004;Partículas;3,0;Plantas de combustión industrial;BC;t;251.64
2004;Partículas;4,0;Procesos industriales sin combustión;BC;t;0.28
2004;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BC;t;0.00
2004;Partículas;6,0;Uso de disolventes y otros productos;BC;t;172.78
2004;Partículas;7,0;Transporte por carretera;BC;t;1493.74
2004;Partículas;8,0;Otros modos de transporte y maquinaria móvil;BC;t;236.25
2004;Partículas;9,0;Tratamiento y eliminación de residuos;BC;t;63.07
2004;Partículas;10,0;Agricultura;BC;t;0.01
2004;Partículas;11,0;Otras fuentes y sumideros (naturaleza);BC;t;22.90
2004;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;HCB;kg;0.00
2004;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;HCB;kg;0.02
2004;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;HCB;kg;0.04
2004;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;HCB;kg;0.00
2004;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HCB;kg;0.00
2004;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;HCB;kg;0.00
2004;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;HCB;kg;0.00
2004;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;HCB;kg;0.00
2004;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;HCB;kg;0.01
2004;Contaminantes orgánicos persistentes;10,0;Agricultura;HCB;kg;0.12
2004;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);HCB;kg;0.00
2004;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;DIOX;g;0.00
2004;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;DIOX;g;3.21
2004;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;DIOX;g;0.74
2004;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;DIOX;g;2.82
2004;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;DIOX;g;0.00
2004;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;DIOX;g;0.00
2004;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;DIOX;g;1.88
2004;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;DIOX;g;0.00
2004;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;DIOX;g;2.75
2004;Contaminantes orgánicos persistentes;10,0;Agricultura;DIOX;g;0.00
2004;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);DIOX;g;0.00
2004;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO (a);kg;0.00
2004;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO (a);kg;1069.33
2004;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO (a);kg;62.12
2004;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO (a);kg;0.00
2004;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO (a);kg;0.00
2004;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO (a);kg;1.62
2004;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO (a);kg;47.67
2004;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO (a);kg;1.71
2004;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO (a);kg;0.14
2004;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO (a);kg;0.01
2004;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO (a);kg;0.00
2004;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO (b);kg;0.00
2004;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO (b);kg;1016.62
2004;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO (b);kg;101.90
2004;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO (b);kg;0.00
2004;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO (b);kg;0.00
2004;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO (b);kg;0.66
2004;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO (b);kg;65.25
2004;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO (b);kg;2.85
2004;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO (b);kg;0.26
2004;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO (b);kg;0.02
2004;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO (b);kg;0.00
2004;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO (k);kg;0.00
2004;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO (k);kg;406.16
2004;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO (k);kg;35.16
2004;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO (k);kg;0.00
2004;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO (k);kg;0.00
2004;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO (k);kg;0.66
2004;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO (k);kg;54.64
2004;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO (k);kg;1.96
2004;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO (k);kg;0.58
2004;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO (k);kg;0.01
2004;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO (k);kg;0.00
2004;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;INDENO;kg;0.00
2004;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;INDENO;kg;460.20
2004;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;INDENO;kg;29.25
2004;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;INDENO;kg;0.00
2004;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;INDENO;kg;0.00
2004;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;INDENO;kg;0.66
2004;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;INDENO;kg;48.09
2004;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;INDENO;kg;6.07
2004;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;INDENO;kg;0.00
2004;Contaminantes orgánicos persistentes;10,0;Agricultura;INDENO;kg;0.01
2004;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);INDENO;kg;0.00
2004;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;HAP;kg;0.00
2004;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;HAP;kg;2952.32
2004;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;HAP;kg;228.43
2004;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;HAP;kg;404.77
2004;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0.00
2004;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;HAP;kg;3.61
2004;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;HAP;kg;215.66
2004;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;HAP;kg;12.59
2004;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;HAP;kg;0.98
2004;Contaminantes orgánicos persistentes;10,0;Agricultura;HAP;kg;0.04
2004;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);HAP;kg;0.00
2004;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;PCB;kg;0.00
2004;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;PCB;kg;0.46
2004;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;PCB;kg;0.08
2004;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;PCB;kg;2.11
2004;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PCB;kg;0.00
2004;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;PCB;kg;0.00
2004;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;PCB;kg;0.39
2004;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;PCB;kg;0.00
2004;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;PCB;kg;0.00
2004;Contaminantes orgánicos persistentes;10,0;Agricultura;PCB;kg;0.00
2004;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);PCB;kg;0.00
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;SOx;t;0.81
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;SOx;t;6993.29
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;SOx;t;9601.11
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;SOx;t;46.35
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0.00
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;SOx;t;1.68
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;SOx;t;1764.67
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;SOx;t;1521.13
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;SOx;t;17.11
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;SOx;t;5.18
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);SOx;t;74.03
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;NOx;t;138.45
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;NOx;t;6446.81
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;NOx;t;11397.59
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;NOx;t;100.43
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0.00
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;NOx;t;14.21
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;NOx;t;50213.17
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;NOx;t;27019.97
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;NOx;t;632.51
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;NOx;t;877.49
2003;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);NOx;t;370.06
